x-axis,1,2,3
second,Volt,Volt,Volt
-39.900E-06,+723.618083E-03,+0.0E+00,+36.281407E-03
-39.800E-06,+723.618083E-03,-40.201005E-03,+36.281407E-03
-39.700E-06,+804.020092E-03,+0.0E+00,+36.281407E-03
-39.600E-06,+804.020092E-03,+0.0E+00,+35.477387E-03
-39.500E-06,+723.618083E-03,-40.201005E-03,+36.884422E-03
-39.400E-06,+763.819087E-03,-20.100502E-03,+37.085427E-03
-39.300E-06,+723.618083E-03,-10.050251E-03,+36.281407E-03
-39.200E-06,+804.020092E-03,-40.201005E-03,+37.085427E-03
-39.100E-06,+743.718585E-03,-40.201005E-03,+36.281407E-03
-39.000E-06,+804.020092E-03,-20.100502E-03,+37.085427E-03
-38.900E-06,+743.718585E-03,-40.201005E-03,+36.281407E-03
-38.800E-06,+804.020092E-03,-40.201005E-03,+36.281407E-03
-38.700E-06,+804.020092E-03,-70.351758E-03,+37.085427E-03
-38.600E-06,+723.618083E-03,-20.100502E-03,+37.085427E-03
-38.500E-06,+723.618083E-03,-10.050251E-03,+36.281407E-03
-38.400E-06,+723.618083E-03,+0.0E+00,+37.085427E-03
-38.300E-06,+723.618083E-03,+0.0E+00,+37.085427E-03
-38.200E-06,+804.020092E-03,-20.100502E-03,+37.085427E-03
-38.100E-06,+743.718585E-03,-30.150753E-03,+37.085427E-03
-38.000E-06,+804.020092E-03,-0.0E+00,+37.889447E-03
-37.900E-06,+804.020092E-03,-10.050251E-03,+37.085427E-03
-37.800E-06,+804.020092E-03,-20.100502E-03,+37.085427E-03
-37.700E-06,+824.120594E-03,-40.201005E-03,+36.482412E-03
-37.600E-06,+723.618083E-03,-40.201005E-03,+36.281407E-03
-37.500E-06,+804.020092E-03,+0.0E+00,+36.281407E-03
-37.400E-06,+763.819087E-03,-40.201005E-03,+36.281407E-03
-37.300E-06,+783.919590E-03,-30.150753E-03,+36.281407E-03
-37.200E-06,+723.618083E-03,+0.0E+00,+36.281407E-03
-37.100E-06,+743.718585E-03,-10.050251E-03,+36.281407E-03
-37.000E-06,+723.618083E-03,-20.100502E-03,+36.683417E-03
-36.900E-06,+783.919590E-03,-40.201005E-03,+36.080402E-03
-36.800E-06,+804.020092E-03,-40.201005E-03,+37.085427E-03
-36.700E-06,+783.919590E-03,-10.050251E-03,+37.085427E-03
-36.600E-06,+804.020092E-03,+0.0E+00,+36.683417E-03
-36.500E-06,+743.718585E-03,-40.201005E-03,+36.281407E-03
-36.400E-06,+723.618083E-03,-40.201005E-03,+36.281407E-03
-36.300E-06,+804.020092E-03,-10.050251E-03,+36.281407E-03
-36.200E-06,+723.618083E-03,-20.100502E-03,+36.683417E-03
-36.100E-06,+743.718585E-03,-40.201005E-03,+36.281407E-03
-36.000E-06,+723.618083E-03,+0.0E+00,+36.281407E-03
-35.900E-06,+804.020092E-03,-30.150753E-03,+35.678392E-03
-35.800E-06,+804.020092E-03,-20.100502E-03,+36.683417E-03
-35.700E-06,+743.718585E-03,-40.201005E-03,+36.080402E-03
-35.600E-06,+804.020092E-03,+0.0E+00,+36.281407E-03
-35.500E-06,+804.020092E-03,-30.150753E-03,+35.678392E-03
-35.400E-06,+804.020092E-03,-20.100502E-03,+36.683417E-03
-35.300E-06,+723.618083E-03,-40.201005E-03,+36.482412E-03
-35.200E-06,+723.618083E-03,-0.0E+00,+37.085427E-03
-35.100E-06,+804.020092E-03,-10.050251E-03,+37.085427E-03
-35.000E-06,+804.020092E-03,+0.0E+00,+36.281407E-03
-34.900E-06,+804.020092E-03,-30.150753E-03,+35.678392E-03
-34.800E-06,+804.020092E-03,-40.201005E-03,+36.281407E-03
-34.700E-06,+743.718585E-03,-40.201005E-03,+36.281407E-03
-34.600E-06,+763.819087E-03,-20.100502E-03,+36.683417E-03
-34.500E-06,+743.718585E-03,-10.050251E-03,+36.884422E-03
-34.400E-06,+804.020092E-03,-40.201005E-03,+36.281407E-03
-34.300E-06,+723.618083E-03,-30.150753E-03,+37.085427E-03
-34.200E-06,+763.819087E-03,-20.100502E-03,+37.085427E-03
-34.100E-06,+804.020092E-03,+0.0E+00,+36.683417E-03
-34.000E-06,+723.618083E-03,-40.201005E-03,+37.085427E-03
-33.900E-06,+743.718585E-03,+0.0E+00,+35.879397E-03
-33.800E-06,+763.819087E-03,-40.201005E-03,+35.879397E-03
-33.700E-06,+804.020092E-03,-10.050251E-03,+36.482412E-03
-33.600E-06,+804.020092E-03,+0.0E+00,+36.281407E-03
-33.500E-06,+804.020092E-03,-10.050251E-03,+36.281407E-03
-33.400E-06,+723.618083E-03,-20.100502E-03,+36.683417E-03
-33.300E-06,+804.020092E-03,-40.201005E-03,+36.080402E-03
-33.200E-06,+723.618083E-03,-0.0E+00,+36.281407E-03
-33.100E-06,+844.221096E-03,-30.150753E-03,+36.281407E-03
-33.000E-06,+763.819087E-03,+0.0E+00,+36.683417E-03
-32.900E-06,+804.020092E-03,-30.150753E-03,+37.085427E-03
-32.800E-06,+723.618083E-03,-40.201005E-03,+36.281407E-03
-32.700E-06,+804.020092E-03,-30.150753E-03,+36.281407E-03
-32.600E-06,+723.618083E-03,-40.201005E-03,+36.281407E-03
-32.500E-06,+743.718585E-03,+0.0E+00,+36.080402E-03
-32.400E-06,+723.618083E-03,-40.201005E-03,+36.281407E-03
-32.300E-06,+804.020092E-03,-10.050251E-03,+36.281407E-03
-32.200E-06,+763.819087E-03,-20.100502E-03,+36.683417E-03
-32.100E-06,+783.919590E-03,-40.201005E-03,+36.884422E-03
-32.000E-06,+804.020092E-03,-40.201005E-03,+37.085427E-03
-31.900E-06,+804.020092E-03,+0.0E+00,+37.085427E-03
-31.800E-06,+804.020092E-03,-40.201005E-03,+36.683417E-03
-31.700E-06,+804.020092E-03,-40.201005E-03,+36.281407E-03
-31.600E-06,+723.618083E-03,-0.0E+00,+37.085427E-03
-31.500E-06,+804.020092E-03,-40.201005E-03,+37.085427E-03
-31.400E-06,+804.020092E-03,+0.0E+00,+36.683417E-03
-31.300E-06,+804.020092E-03,-40.201005E-03,+36.281407E-03
-31.200E-06,+723.618083E-03,-0.0E+00,+37.085427E-03
-31.100E-06,+804.020092E-03,+0.0E+00,+36.482412E-03
-31.000E-06,+723.618083E-03,+0.0E+00,+37.085427E-03
-30.900E-06,+743.718585E-03,+0.0E+00,+36.281407E-03
-30.800E-06,+723.618083E-03,-0.0E+00,+36.281407E-03
-30.700E-06,+743.718585E-03,-30.150753E-03,+37.085427E-03
-30.600E-06,+804.020092E-03,-40.201005E-03,+37.487437E-03
-30.500E-06,+783.919590E-03,+0.0E+00,+36.482412E-03
-30.400E-06,+804.020092E-03,-0.0E+00,+37.085427E-03
-30.300E-06,+723.618083E-03,-40.201005E-03,+37.688442E-03
-30.200E-06,+804.020092E-03,-40.201005E-03,+37.487437E-03
-30.100E-06,+783.919590E-03,-10.050251E-03,+37.085427E-03
-30.000E-06,+804.020092E-03,-40.201005E-03,+37.085427E-03
-29.900E-06,+743.718585E-03,-40.201005E-03,+36.884422E-03
-29.800E-06,+804.020092E-03,-20.100502E-03,+36.683417E-03
-29.700E-06,+804.020092E-03,+0.0E+00,+36.281407E-03
-29.600E-06,+804.020092E-03,+0.0E+00,+36.281407E-03
-29.500E-06,+804.020092E-03,-40.201005E-03,+35.477387E-03
-29.400E-06,+763.819087E-03,-20.100502E-03,+35.879397E-03
-29.300E-06,+783.919590E-03,-10.050251E-03,+36.482412E-03
-29.200E-06,+804.020092E-03,+0.0E+00,+37.085427E-03
-29.100E-06,+743.718585E-03,-40.201005E-03,+37.085427E-03
-29.000E-06,+763.819087E-03,-20.100502E-03,+36.683417E-03
-28.900E-06,+804.020092E-03,-10.050251E-03,+36.281407E-03
-28.800E-06,+723.618083E-03,+0.0E+00,+36.281407E-03
-28.700E-06,+723.618083E-03,-30.150753E-03,+36.281407E-03
-28.600E-06,+763.819087E-03,-40.201005E-03,+37.085427E-03
-28.500E-06,+804.020092E-03,+0.0E+00,+37.085427E-03
-28.400E-06,+723.618083E-03,-0.0E+00,+37.085427E-03
-28.300E-06,+804.020092E-03,-30.150753E-03,+37.286432E-03
-28.200E-06,+763.819087E-03,+0.0E+00,+37.085427E-03
-28.100E-06,+703.517580E-03,+0.0E+00,+36.281407E-03
-28.000E-06,+804.020092E-03,-40.201005E-03,+36.281407E-03
-27.900E-06,+804.020092E-03,+0.0E+00,+36.281407E-03
-27.800E-06,+763.819087E-03,+0.0E+00,+36.683417E-03
-27.700E-06,+743.718585E-03,+0.0E+00,+36.281407E-03
-27.600E-06,+723.618083E-03,-0.0E+00,+37.085427E-03
-27.500E-06,+743.718585E-03,+0.0E+00,+37.085427E-03
-27.400E-06,+763.819087E-03,-40.201005E-03,+37.085427E-03
-27.300E-06,+723.618083E-03,-30.150753E-03,+37.085427E-03
-27.200E-06,+723.618083E-03,+0.0E+00,+37.085427E-03
-27.100E-06,+743.718585E-03,-40.201005E-03,+36.080402E-03
-27.000E-06,+723.618083E-03,-20.100502E-03,+36.281407E-03
-26.900E-06,+804.020092E-03,-10.050251E-03,+36.281407E-03
-26.800E-06,+723.618083E-03,-0.0E+00,+36.281407E-03
-26.700E-06,+743.718585E-03,+0.0E+00,+37.286432E-03
-26.600E-06,+763.819087E-03,-20.100502E-03,+37.085427E-03
-26.500E-06,+743.718585E-03,-10.050251E-03,+36.482412E-03
-26.400E-06,+804.020092E-03,-0.0E+00,+37.085427E-03
-26.300E-06,+743.718585E-03,-40.201005E-03,+36.281407E-03
-26.200E-06,+804.020092E-03,-20.100502E-03,+36.683417E-03
-26.100E-06,+723.618083E-03,-10.050251E-03,+36.482412E-03
-26.000E-06,+804.020092E-03,-40.201005E-03,+36.281407E-03
-25.900E-06,+804.020092E-03,-40.201005E-03,+37.085427E-03
-25.800E-06,+763.819087E-03,-40.201005E-03,+37.085427E-03
-25.700E-06,+804.020092E-03,-10.050251E-03,+37.085427E-03
-25.600E-06,+723.618083E-03,-0.0E+00,+37.085427E-03
-25.500E-06,+783.919590E-03,-10.050251E-03,+37.085427E-03
-25.400E-06,+804.020092E-03,-20.100502E-03,+37.085427E-03
-25.300E-06,+743.718585E-03,+0.0E+00,+37.286432E-03
-25.200E-06,+804.020092E-03,-40.201005E-03,+37.085427E-03
-25.100E-06,+783.919590E-03,-40.201005E-03,+37.085427E-03
-25.000E-06,+763.819087E-03,+0.0E+00,+37.085427E-03
-24.900E-06,+804.020092E-03,-30.150753E-03,+37.085427E-03
-24.800E-06,+723.618083E-03,-0.0E+00,+37.085427E-03
-24.700E-06,+804.020092E-03,-30.150753E-03,+37.085427E-03
-24.600E-06,+804.020092E-03,-20.100502E-03,+37.085427E-03
-24.500E-06,+783.919590E-03,-40.201005E-03,+37.085427E-03
-24.400E-06,+723.618083E-03,-40.201005E-03,+37.085427E-03
-24.300E-06,+804.020092E-03,-40.201005E-03,+36.884422E-03
-24.200E-06,+804.020092E-03,-20.100502E-03,+37.085427E-03
-24.100E-06,+783.919590E-03,-10.050251E-03,+36.482412E-03
-24.000E-06,+723.618083E-03,-40.201005E-03,+37.085427E-03
-23.900E-06,+723.618083E-03,-30.150753E-03,+37.085427E-03
-23.800E-06,+804.020092E-03,-20.100502E-03,+36.683417E-03
-23.700E-06,+783.919590E-03,+0.0E+00,+36.482412E-03
-23.600E-06,+804.020092E-03,-0.0E+00,+37.889447E-03
-23.500E-06,+743.718585E-03,-40.201005E-03,+37.085427E-03
-23.400E-06,+804.020092E-03,+0.0E+00,+37.085427E-03
-23.300E-06,+783.919590E-03,-10.050251E-03,+37.085427E-03
-23.200E-06,+804.020092E-03,-40.201005E-03,+37.085427E-03
-23.100E-06,+723.618083E-03,-40.201005E-03,+36.884422E-03
-23.000E-06,+763.819087E-03,+0.0E+00,+37.085427E-03
-22.900E-06,+804.020092E-03,-30.150753E-03,+36.884422E-03
-22.800E-06,+804.020092E-03,+0.0E+00,+36.281407E-03
-22.700E-06,+743.718585E-03,+0.0E+00,+35.678392E-03
-22.600E-06,+804.020092E-03,-20.100502E-03,+35.879397E-03
-22.500E-06,+743.718585E-03,-40.201005E-03,+35.678392E-03
-22.400E-06,+723.618083E-03,+0.0E+00,+37.085427E-03
-22.300E-06,+743.718585E-03,-10.050251E-03,+36.482412E-03
-22.200E-06,+723.618083E-03,-40.201005E-03,+36.683417E-03
-22.100E-06,+743.718585E-03,-40.201005E-03,+37.688442E-03
-22.000E-06,+723.618083E-03,-40.201005E-03,+37.085427E-03
-21.900E-06,+743.718585E-03,-30.150753E-03,+36.884422E-03
-21.800E-06,+763.819087E-03,+0.0E+00,+37.085427E-03
-21.700E-06,+783.919590E-03,-40.201005E-03,+36.281407E-03
-21.600E-06,+723.618083E-03,-0.0E+00,+36.281407E-03
-21.500E-06,+783.919590E-03,-30.150753E-03,+37.085427E-03
-21.400E-06,+723.618083E-03,+0.0E+00,+36.281407E-03
-21.300E-06,+804.020092E-03,-40.201005E-03,+37.085427E-03
-21.200E-06,+723.618083E-03,-40.201005E-03,+37.085427E-03
-21.100E-06,+723.618083E-03,+0.0E+00,+37.085427E-03
-21.000E-06,+844.221096E-03,+0.0E+00,+37.085427E-03
-20.900E-06,+743.718585E-03,-40.201005E-03,+37.286432E-03
-20.800E-06,+804.020092E-03,-40.201005E-03,+37.085427E-03
-20.700E-06,+723.618083E-03,+0.0E+00,+37.889447E-03
-20.600E-06,+723.618083E-03,-40.201005E-03,+37.889447E-03
-20.500E-06,+864.321599E-03,-30.150753E-03,+37.688442E-03
-20.400E-06,+723.618083E-03,-40.201005E-03,+36.281407E-03
-20.300E-06,+783.919590E-03,-40.201005E-03,+36.482412E-03
-20.200E-06,+804.020092E-03,+0.0E+00,+37.085427E-03
-20.100E-06,+864.321599E-03,+0.0E+00,+36.884422E-03
-20.000E-06,+964.824110E-03,-40.201005E-03,+37.085427E-03
-19.900E-06,+964.824110E-03,-30.150753E-03,+35.477387E-03
-19.800E-06,+1.005025115E+00,-20.100502E-03,+36.281407E-03
-19.700E-06,+1.025125617E+00,-10.050251E-03,+35.276382E-03
-19.600E-06,+1.045226119E+00,+0.0E+00,+34.673367E-03
-19.500E-06,+1.125628129E+00,-40.201005E-03,+34.673367E-03
-19.400E-06,+1.165829133E+00,-40.201005E-03,+34.673367E-03
-19.300E-06,+1.206030138E+00,-10.050251E-03,+34.472362E-03
-19.200E-06,+1.286432147E+00,-40.201005E-03,+33.869347E-03
-19.100E-06,+1.286432147E+00,-40.201005E-03,+33.869347E-03
-19.000E-06,+1.326633152E+00,-20.100502E-03,+34.271357E-03
-18.900E-06,+1.346733654E+00,-30.150753E-03,+33.869347E-03
-18.800E-06,+1.447236165E+00,+0.0E+00,+33.065327E-03
-18.700E-06,+1.386934659E+00,+0.0E+00,+32.261306E-03
-18.600E-06,+1.527638175E+00,+0.0E+00,+32.261306E-03
-18.500E-06,+1.527638175E+00,-30.150753E-03,+32.864321E-03
-18.400E-06,+1.608040184E+00,-40.201005E-03,+32.261306E-03
-18.300E-06,+1.608040184E+00,-10.050251E-03,+31.658291E-03
-18.200E-06,+1.608040184E+00,+0.0E+00,+31.859296E-03
-18.100E-06,+1.668341691E+00,-30.150753E-03,+30.653266E-03
-18.000E-06,+1.688442193E+00,-40.201005E-03,+30.653266E-03
-17.900E-06,+1.768844202E+00,-10.050251E-03,+31.256281E-03
-17.800E-06,+1.809045207E+00,+0.0E+00,+31.055276E-03
-17.700E-06,+1.829145709E+00,-30.150753E-03,+30.653266E-03
-17.600E-06,+1.849246211E+00,-0.0E+00,+29.849246E-03
-17.500E-06,+1.929648221E+00,-30.150753E-03,+29.045226E-03
-17.400E-06,+1.969849225E+00,+0.0E+00,+29.045226E-03
-17.300E-06,+2.010050230E+00,-30.150753E-03,+29.045226E-03
-17.200E-06,+2.010050230E+00,+0.0E+00,+28.241206E-03
-17.100E-06,+2.070351737E+00,+0.0E+00,+28.442211E-03
-17.000E-06,+2.090452239E+00,-20.100502E-03,+28.643216E-03
-16.900E-06,+2.130653243E+00,+0.0E+00,+28.040201E-03
-16.800E-06,+2.170854248E+00,-40.201005E-03,+27.437186E-03
-16.700E-06,+2.231155755E+00,+0.0E+00,+27.236181E-03
-16.600E-06,+2.291457262E+00,-20.100502E-03,+27.035176E-03
-16.500E-06,+2.331658266E+00,-40.201005E-03,+27.638191E-03
-16.400E-06,+2.412060276E+00,-0.0E+00,+28.241206E-03
-16.300E-06,+2.472361783E+00,+0.0E+00,+28.040201E-03
-16.200E-06,+2.412060276E+00,-40.201005E-03,+27.437186E-03
-16.100E-06,+2.492462285E+00,-30.150753E-03,+26.633166E-03
-16.000E-06,+2.572864294E+00,-40.201005E-03,+25.829146E-03
-15.900E-06,+2.572864294E+00,-30.150753E-03,+26.432161E-03
-15.800E-06,+2.572864294E+00,-20.100502E-03,+25.427136E-03
-15.700E-06,+2.653266303E+00,-30.150753E-03,+24.824121E-03
-15.600E-06,+2.653266303E+00,-40.201005E-03,+24.221106E-03
-15.500E-06,+2.733668312E+00,+0.0E+00,+24.221106E-03
-15.400E-06,+2.733668312E+00,+0.0E+00,+24.623116E-03
-15.300E-06,+2.814070322E+00,-10.050251E-03,+25.025126E-03
-15.200E-06,+2.814070322E+00,-0.0E+00,+24.221106E-03
-15.100E-06,+2.894472331E+00,-10.050251E-03,+23.618090E-03
-15.000E-06,+2.934673335E+00,-20.100502E-03,+23.417085E-03
-14.900E-06,+2.914572833E+00,-10.050251E-03,+23.417085E-03
-14.800E-06,+2.974874340E+00,-0.0E+00,+23.417085E-03
-14.700E-06,+2.974874340E+00,-40.201005E-03,+22.814070E-03
-14.600E-06,+3.135678358E+00,-40.201005E-03,+23.015075E-03
-14.500E-06,+3.135678358E+00,-10.050251E-03,+22.613065E-03
-14.400E-06,+3.135678358E+00,+0.0E+00,+21.809045E-03
-14.300E-06,+3.195979865E+00,-30.150753E-03,+22.412060E-03
-14.200E-06,+3.296482377E+00,-20.100502E-03,+21.809045E-03
-14.100E-06,+3.216080368E+00,-30.150753E-03,+21.608040E-03
-14.000E-06,+3.296482377E+00,-0.0E+00,+21.809045E-03
-13.900E-06,+3.316582879E+00,+0.0E+00,+20.804020E-03
-13.800E-06,+3.417085391E+00,-20.100502E-03,+20.201005E-03
-13.700E-06,+3.457286395E+00,-10.050251E-03,+20.201005E-03
-13.600E-06,+3.457286395E+00,+0.0E+00,+19.396985E-03
-13.500E-06,+3.477386897E+00,-10.050251E-03,+19.396985E-03
-13.400E-06,+3.577889409E+00,+0.0E+00,+18.994975E-03
-13.300E-06,+3.557788907E+00,+0.0E+00,+20.201005E-03
-13.200E-06,+3.618090414E+00,-0.0E+00,+19.396985E-03
-13.100E-06,+3.678391920E+00,+0.0E+00,+19.396985E-03
-13.000E-06,+3.698492423E+00,-40.201005E-03,+18.190955E-03
-12.900E-06,+3.718592925E+00,-30.150753E-03,+17.989950E-03
-12.800E-06,+3.778894432E+00,-40.201005E-03,+17.788945E-03
-12.700E-06,+3.859296441E+00,+0.0E+00,+17.788945E-03
-12.600E-06,+3.778894432E+00,-20.100502E-03,+17.788945E-03
-12.500E-06,+3.859296441E+00,+0.0E+00,+17.788945E-03
-12.400E-06,+3.859296441E+00,-0.0E+00,+16.984925E-03
-12.300E-06,+3.959798953E+00,+0.0E+00,+16.984925E-03
-12.200E-06,+3.979899455E+00,+0.0E+00,+16.984925E-03
-12.100E-06,+4.020100459E+00,+0.0E+00,+16.984925E-03
-12.000E-06,+4.100502469E+00,-40.201005E-03,+16.984925E-03
-11.900E-06,+4.100502469E+00,-30.150753E-03,+16.180905E-03
-11.800E-06,+4.140703473E+00,-20.100502E-03,+16.180905E-03
-11.700E-06,+4.120602971E+00,+0.0E+00,+16.180905E-03
-11.600E-06,+4.180904478E+00,+0.0E+00,+16.180905E-03
-11.500E-06,+4.261306487E+00,-10.050251E-03,+16.180905E-03
-11.400E-06,+4.261306487E+00,-40.201005E-03,+15.778895E-03
-11.300E-06,+4.281406989E+00,-10.050251E-03,+14.773869E-03
-11.200E-06,+4.341708496E+00,-0.0E+00,+14.572864E-03
-11.100E-06,+4.341708496E+00,-30.150753E-03,+13.969849E-03
-11.000E-06,+4.422110505E+00,-20.100502E-03,+13.768844E-03
-10.900E-06,+4.422110505E+00,+0.0E+00,+13.567839E-03
-10.800E-06,+4.422110505E+00,-0.0E+00,+13.768844E-03
-10.700E-06,+4.502512515E+00,+0.0E+00,+12.964824E-03
-10.600E-06,+4.582914524E+00,+0.0E+00,+12.964824E-03
-10.500E-06,+4.502512515E+00,+0.0E+00,+13.768844E-03
-10.400E-06,+4.582914524E+00,+0.0E+00,+12.964824E-03
-10.300E-06,+4.582914524E+00,+0.0E+00,+13.165829E-03
-10.200E-06,+4.582914524E+00,+0.0E+00,+12.964824E-03
-10.100E-06,+4.603015026E+00,+0.0E+00,+13.567839E-03
-10.000E-06,+4.663316533E+00,+40.201005E-03,+12.964824E-03
-9.900E-06,+4.603015026E+00,+0.0E+00,+12.964824E-03
-9.800E-06,+4.663316533E+00,+40.201005E-03,+12.160804E-03
-9.700E-06,+4.663316533E+00,+30.150753E-03,+12.361809E-03
-9.600E-06,+4.743718542E+00,+40.201005E-03,+12.964824E-03
-9.500E-06,+4.743718542E+00,+0.0E+00,+12.763819E-03
-9.400E-06,+4.703517538E+00,+20.100502E-03,+12.562814E-03
-9.300E-06,+4.663316533E+00,+40.201005E-03,+12.361809E-03
-9.200E-06,+4.743718542E+00,+40.201005E-03,+12.160804E-03
-9.100E-06,+4.683417035E+00,+40.201005E-03,+12.160804E-03
-9.000E-06,+4.743718542E+00,+40.201005E-03,+12.160804E-03
-8.900E-06,+4.683417035E+00,+40.201005E-03,+11.959799E-03
-8.800E-06,+4.743718542E+00,+40.201005E-03,+12.160804E-03
-8.700E-06,+4.743718542E+00,+40.201005E-03,+12.160804E-03
-8.600E-06,+4.703517538E+00,+40.201005E-03,+12.964824E-03
-8.500E-06,+4.743718542E+00,+40.201005E-03,+12.361809E-03
-8.400E-06,+4.743718542E+00,+40.201005E-03,+12.964824E-03
-8.300E-06,+4.743718542E+00,+70.351758E-03,+13.366834E-03
-8.200E-06,+4.743718542E+00,+20.100502E-03,+12.964824E-03
-8.100E-06,+4.763819044E+00,+40.201005E-03,+12.160804E-03
-8.000E-06,+4.743718542E+00,+0.0E+00,+12.160804E-03
-7.900E-06,+4.743718542E+00,+40.201005E-03,+12.160804E-03
-7.800E-06,+4.743718542E+00,+40.201005E-03,+11.356784E-03
-7.700E-06,+4.683417035E+00,+40.201005E-03,+12.160804E-03
-7.600E-06,+4.743718542E+00,+80.402009E-03,+12.160804E-03
-7.500E-06,+4.763819044E+00,+70.351758E-03,+12.160804E-03
-7.400E-06,+4.703517538E+00,+40.201005E-03,+12.160804E-03
-7.300E-06,+4.743718542E+00,+40.201005E-03,+12.160804E-03
-7.200E-06,+4.824120551E+00,+40.201005E-03,+12.160804E-03
-7.100E-06,+4.743718542E+00,+40.201005E-03,+11.557789E-03
-7.000E-06,+4.743718542E+00,+60.301507E-03,+12.160804E-03
-6.900E-06,+4.743718542E+00,+70.351758E-03,+12.964824E-03
-6.800E-06,+4.743718542E+00,+40.201005E-03,+12.160804E-03
-6.700E-06,+4.804020049E+00,+40.201005E-03,+13.165829E-03
-6.600E-06,+4.783919547E+00,+40.201005E-03,+12.562814E-03
-6.500E-06,+4.743718542E+00,+70.351758E-03,+12.964824E-03
-6.400E-06,+4.824120551E+00,+40.201005E-03,+12.964824E-03
-6.300E-06,+4.743718542E+00,+40.201005E-03,+12.763819E-03
-6.200E-06,+4.743718542E+00,+40.201005E-03,+12.562814E-03
-6.100E-06,+4.683417035E+00,+40.201005E-03,+12.763819E-03
-6.000E-06,+4.743718542E+00,+40.201005E-03,+12.160804E-03
-5.900E-06,+4.743718542E+00,+40.201005E-03,+12.964824E-03
-5.800E-06,+4.743718542E+00,+60.301507E-03,+12.964824E-03
-5.700E-06,+4.723618040E+00,+50.251256E-03,+13.768844E-03
-5.600E-06,+4.743718542E+00,+40.201005E-03,+12.964824E-03
-5.500E-06,+4.723618040E+00,+50.251256E-03,+12.964824E-03
-5.400E-06,+4.743718542E+00,+40.201005E-03,+13.366834E-03
-5.300E-06,+4.743718542E+00,+40.201005E-03,+12.964824E-03
-5.200E-06,+4.743718542E+00,+40.201005E-03,+12.964824E-03
-5.100E-06,+4.743718542E+00,+40.201005E-03,+12.964824E-03
-5.000E-06,+4.703517538E+00,+40.201005E-03,+12.562814E-03
-4.900E-06,+4.743718542E+00,+40.201005E-03,+12.964824E-03
-4.800E-06,+4.743718542E+00,+40.201005E-03,+12.160804E-03
-4.700E-06,+4.804020049E+00,+40.201005E-03,+12.964824E-03
-4.600E-06,+4.743718542E+00,+60.301507E-03,+12.964824E-03
-4.500E-06,+4.743718542E+00,+70.351758E-03,+13.567839E-03
-4.400E-06,+4.743718542E+00,+40.201005E-03,+12.964824E-03
-4.300E-06,+4.743718542E+00,+40.201005E-03,+12.763819E-03
-4.200E-06,+4.783919547E+00,+40.201005E-03,+12.562814E-03
-4.100E-06,+4.743718542E+00,+10.050251E-03,+12.160804E-03
-4.000E-06,+4.743718542E+00,+40.201005E-03,+12.160804E-03
-3.900E-06,+4.743718542E+00,+50.251256E-03,+12.160804E-03
-3.800E-06,+4.824120551E+00,+40.201005E-03,+13.366834E-03
-3.700E-06,+4.743718542E+00,+40.201005E-03,+12.964824E-03
-3.600E-06,+4.743718542E+00,+40.201005E-03,+13.768844E-03
-3.500E-06,+4.743718542E+00,+40.201005E-03,+13.165829E-03
-3.400E-06,+4.743718542E+00,+40.201005E-03,+12.964824E-03
-3.300E-06,+4.763819044E+00,+70.351758E-03,+13.567839E-03
-3.200E-06,+4.743718542E+00,+80.402009E-03,+12.964824E-03
-3.100E-06,+4.743718542E+00,+40.201005E-03,+12.964824E-03
-3.000E-06,+4.703517538E+00,+40.201005E-03,+12.964824E-03
-2.900E-06,+4.743718542E+00,+80.402009E-03,+12.964824E-03
-2.800E-06,+4.743718542E+00,+40.201005E-03,+12.964824E-03
-2.700E-06,+4.804020049E+00,+70.351758E-03,+12.361809E-03
-2.600E-06,+4.783919547E+00,+40.201005E-03,+13.366834E-03
-2.500E-06,+4.743718542E+00,+40.201005E-03,+12.964824E-03
-2.400E-06,+4.663316533E+00,+80.402009E-03,+12.964824E-03
-2.300E-06,+4.743718542E+00,+30.150753E-03,+12.160804E-03
-2.200E-06,+4.743718542E+00,+40.201005E-03,+12.964824E-03
-2.100E-06,+4.743718542E+00,+40.201005E-03,+12.964824E-03
-2.000E-06,+4.743718542E+00,+40.201005E-03,+13.768844E-03
-1.900E-06,+4.743718542E+00,+70.351758E-03,+13.165829E-03
-1.800E-06,+4.703517538E+00,+40.201005E-03,+13.366834E-03
-1.700E-06,+4.743718542E+00,+40.201005E-03,+12.964824E-03
-1.600E-06,+4.743718542E+00,+40.201005E-03,+12.964824E-03
-1.500E-06,+4.804020049E+00,+50.251256E-03,+12.964824E-03
-1.400E-06,+4.743718542E+00,+60.301507E-03,+12.964824E-03
-1.300E-06,+4.824120551E+00,+40.201005E-03,+12.964824E-03
-1.200E-06,+4.743718542E+00,+40.201005E-03,+12.964824E-03
-1.100E-06,+4.824120551E+00,+40.201005E-03,+12.964824E-03
-1.000E-06,+4.703517538E+00,+80.402009E-03,+12.964824E-03
-900E-09,+4.743718542E+00,+50.251256E-03,+13.768844E-03
-800E-09,+4.743718542E+00,+40.201005E-03,+13.768844E-03
-700E-09,+4.743718542E+00,+50.251256E-03,+14.371859E-03
-600E-09,+4.743718542E+00,+40.201005E-03,+13.768844E-03
-500E-09,+4.743718542E+00,+70.351758E-03,+13.969849E-03
-400E-09,+4.743718542E+00,+40.201005E-03,+12.964824E-03
-300E-09,+4.743718542E+00,+70.351758E-03,+13.165829E-03
